operation_id,date,region,site,revenue,target_revenue,order_volume,operating_cost,downtime_minutes,maintenance_cost,csat_score
OP-00309,2026-03-03,West,WE-04,7138.82,10479.25,79,8218.57,12,410.92,78
OP-00310,2026-03-03,West,WE-05,9178.49,8922.93,105,5169.74,12,516.97,85
OP-00311,2026-03-04,West,WE-01,8065.94,11931.82,92,5898.81,13,530.89,80
OP-00312,2026-03-04,West,WE-02,11125.44,11205.53,111,5567.42,11,612.41,93
OP-00313,2026-03-04,West,WE-03,8714.93,12865.61,90,7290.67,12,729.06,87
OP-00314,2026-03-04,West,WE-04,8622.22,11413.04,100,7887.17,11,394.35,95
OP-00315,2026-03-04,West,WE-05,10661.88,8404.15,75,8086.01,12,485.16,80
OP-00316,2026-03-05,West,WE-01,11032.73,7885.38,85,6959.27,12,417.55,92
OP-00317,2026-03-05,West,WE-02,8900.35,12243.08,125,5302.30,10,318.13,82
OP-00318,2026-03-05,West,WE-03,9734.76,12658.10,79,8086.01,10,727.74,89
OP-00319,2026-03-05,West,WE-04,8065.94,11101.78,89,5633.70,10,338.02,76
OP-00320,2026-03-05,West,WE-05,7880.52,12450.59,86,7820.90,9,625.67,92
OP-00321,2026-03-06,West,WE-01,10105.61,8922.93,113,8019.73,13,400.98,78
OP-00322,2026-03-06,West,WE-02,11125.44,9649.21,81,5037.19,13,302.23,94
OP-00323,2026-03-06,West,WE-03,8065.94,9545.45,102,7290.67,13,801.97,77
OP-00324,2026-03-06,West,WE-04,10383.74,10998.02,111,6031.37,9,723.76,85
OP-00325,2026-03-06,West,WE-05,10105.61,11101.78,110,6561.60,9,590.54,84
OP-00326,2026-03-09,West,WE-01,10383.74,8196.64,80,5037.19,8,604.46,88
OP-00327,2026-03-09,West,WE-02,8714.93,9441.70,87,6826.71,12,546.13,86
OP-00328,2026-03-09,West,WE-03,6953.40,12865.61,123,7091.83,9,638.26,96
OP-00329,2026-03-09,West,WE-04,10476.46,10583.00,91,6163.93,12,739.67,88
OP-00330,2026-03-09,West,WE-05,8158.66,12243.08,96,5236.02,9,418.88,84
OP-00331,2026-03-10,West,WE-01,11310.86,11931.82,98,6760.44,12,676.04,90
OP-00332,2026-03-10,West,WE-02,10569.17,11931.82,77,7356.94,8,809.26,88
OP-00333,2026-03-10,West,WE-03,7787.81,9649.21,110,7887.17,11,394.35,87
OP-00334,2026-03-10,West,WE-04,7324.25,9649.21,105,4970.91,12,347.96,87
OP-00335,2026-03-10,West,WE-05,11125.44,12243.08,84,6959.27,8,487.14,89
OP-00336,2026-03-11,West,WE-01,10847.30,10375.49,86,6230.20,10,623.02,83
OP-00337,2026-03-11,West,WE-02,9734.76,9130.44,87,7091.83,13,354.59,94
OP-00338,2026-03-11,West,WE-03,8900.35,8507.91,103,6429.04,11,771.48,95
OP-00339,2026-03-11,West,WE-04,7324.25,9752.96,121,5236.02,9,366.52,81
OP-00340,2026-03-11,West,WE-05,11310.86,11620.55,95,4970.91,8,596.50,79
OP-00341,2026-03-12,West,WE-01,9827.47,12139.33,79,6760.43,13,676.04,92
OP-00342,2026-03-12,West,WE-02,10569.17,11516.80,76,7423.22,8,445.39,86
OP-00343,2026-03-12,West,WE-03,8714.93,10167.98,119,6892.99,10,413.57,90
OP-00344,2026-03-12,West,WE-04,9178.49,12139.33,76,7290.67,9,729.06,96
OP-00345,2026-03-12,West,WE-05,10569.17,11724.31,108,7356.94,9,882.83,87
OP-00346,2026-03-13,West,WE-01,9456.62,9130.44,118,6163.93,8,616.39,91
OP-00347,2026-03-13,West,WE-02,10476.46,8196.64,124,5236.02,13,261.80,83
OP-00348,2026-03-13,West,WE-03,8344.08,11309.29,99,6163.93,12,431.47,91
OP-00349,2026-03-13,West,WE-04,8529.50,9337.94,109,5302.30,11,530.23,93
OP-00350,2026-03-13,West,WE-05,10291.03,10998.02,87,6031.37,13,663.45,92
OP-00351,2026-03-16,West,WE-01,7509.67,12554.35,89,6561.60,11,590.54,80
OP-00352,2026-03-16,West,WE-02,9920.18,10271.74,102,5302.30,12,530.23,77
OP-00353,2026-03-16,West,WE-03,10940.02,8196.64,84,6826.71,11,682.67,83
OP-00354,2026-03-16,West,WE-04,10569.17,10271.74,85,6826.71,10,341.33,92
OP-00355,2026-03-16,West,WE-05,10661.88,12658.10,107,7025.55,9,702.55,92
OP-00356,2026-03-17,West,WE-01,9363.91,12761.86,91,7423.22,12,445.39,92
OP-00357,2026-03-17,West,WE-02,10754.59,10894.27,101,8086.01,11,646.88,85
OP-00358,2026-03-17,West,WE-03,9734.76,12450.59,120,5236.02,11,628.32,82
OP-00359,2026-03-17,West,WE-04,9363.91,8092.89,86,6230.20,10,623.02,94
OP-00360,2026-03-17,West,WE-05,6953.40,10686.76,125,6362.76,9,318.13,89
OP-00361,2026-03-18,West,WE-01,8993.06,11205.53,84,6495.32,9,584.57,86
OP-00362,2026-03-18,West,WE-02,10291.03,9856.72,115,7489.50,12,599.16,91
OP-00363,2026-03-18,West,WE-03,9920.18,8300.40,87,5965.09,9,596.50,78
OP-00364,2026-03-18,West,WE-04,10476.46,12658.10,96,7622.06,8,838.42,89
OP-00365,2026-03-18,West,WE-05,7324.25,10790.51,91,6561.60,10,590.54,94
OP-00366,2026-03-19,West,WE-01,11125.44,9441.70,79,4970.91,11,298.25,95
OP-00367,2026-03-19,West,WE-02,7509.67,10583.00,110,7754.62,12,697.91,84
OP-00368,2026-03-19,West,WE-03,7602.38,9130.43,89,7820.90,10,938.50,85
OP-00369,2026-03-19,West,WE-04,11589.00,12969.37,87,7224.39,8,794.68,91
OP-00370,2026-03-19,West,WE-05,8622.22,11828.06,94,7356.94,9,662.12,80
OP-00371,2026-03-20,West,WE-01,10383.74,8922.93,76,5368.58,9,536.85,81
OP-00372,2026-03-20,West,WE-02,10940.02,9960.47,83,6362.76,10,381.76,80
OP-00373,2026-03-20,West,WE-03,11218.15,8507.91,126,7555.78,13,528.90,89
OP-00374,2026-03-20,West,WE-04,9827.47,11101.78,112,6031.37,12,301.56,87
OP-00375,2026-03-20,West,WE-05,8622.22,10167.98,99,5368.58,10,268.42,78
OP-00376,2026-03-23,West,WE-01,8251.37,10894.27,117,7158.11,10,787.39,76
OP-00377,2026-03-23,West,WE-02,11125.44,11724.31,116,7953.45,8,477.20,88
OP-00378,2026-03-23,West,WE-03,11403.58,8300.40,93,8152.29,9,407.61,76
OP-00379,2026-03-23,West,WE-04,11310.86,10894.27,116,6230.20,9,311.51,95
OP-00380,2026-03-23,West,WE-05,8900.35,11931.82,98,6097.65,9,731.71,88
OP-00381,2026-03-24,West,WE-01,11310.86,10998.02,99,7224.39,10,361.21,83
OP-00382,2026-03-24,West,WE-02,7046.11,8507.91,108,8284.85,9,828.48,87
OP-00383,2026-03-24,West,WE-03,10754.59,11205.53,115,8086.01,8,646.88,86
OP-00384,2026-03-24,West,WE-04,8714.93,8404.15,111,7356.94,9,367.84,89
OP-00385,2026-03-24,West,WE-05,8993.06,7885.38,79,7887.17,12,473.23,94
OP-00386,2026-03-25,West,WE-01,10847.30,7989.13,121,7158.11,11,429.48,83
OP-00387,2026-03-25,West,WE-02,8900.35,9130.43,126,5434.86,13,326.09,81
OP-00388,2026-03-25,West,WE-03,11496.29,10998.02,79,7953.45,13,715.81,93
OP-00389,2026-03-25,West,WE-04,10754.59,11101.78,111,7555.78,13,755.57,86
OP-00390,2026-03-25,West,WE-05,7138.82,9752.96,89,7887.17,8,394.35,76
OP-00391,2026-03-26,West,WE-01,10012.90,11309.29,90,8284.85,13,994.18,96
OP-00392,2026-03-26,West,WE-02,11310.86,11828.06,78,6230.20,13,498.41,76
OP-00393,2026-03-26,West,WE-03,8529.50,12761.86,115,5832.53,12,466.60,90
OP-00394,2026-03-26,West,WE-04,7324.25,9026.68,105,6694.16,11,401.64,86
OP-00395,2026-03-26,West,WE-05,8714.93,10064.23,114,6429.04,12,707.19,96
OP-00396,2026-03-27,West,WE-01,10940.02,8507.91,113,5633.70,11,676.04,96
OP-00397,2026-03-27,West,WE-02,9549.34,8819.17,119,6495.32,8,649.53,91
OP-00398,2026-03-27,West,WE-03,7880.52,12139.33,89,7025.55,10,772.81,86
OP-00399,2026-03-27,West,WE-04,11403.57,9441.70,97,7754.62,8,853.00,90
OP-00400,2026-03-27,West,WE-05,10383.74,7989.13,96,5965.09,13,477.20,91
OP-00401,2026-03-02,Central,CE-01,11282.76,8526.63,102,8098.37,10,404.91,86
OP-00402,2026-03-02,Central,CE-02,10688.93,12520.11,106,6549.12,10,785.89,86
OP-00403,2026-03-02,Central,CE-03,7620.81,11332.86,110,5985.75,11,359.14,96
OP-00404,2026-03-02,Central,CE-04,9006.41,9605.95,80,6830.80,13,614.77,88
OP-00405,2026-03-02,Central,CE-05,8115.67,11872.52,77,6901.22,11,552.09,89
OP-00406,2026-03-03,Central,CE-01,12074.53,8418.70,107,8661.73,9,519.70,90
OP-00407,2026-03-03,Central,CE-02,9006.41,12088.38,87,5351.97,9,321.11,92
OP-00408,2026-03-03,Central,CE-03,9303.33,8310.76,111,8098.37,8,485.90,92
OP-00409,2026-03-03,Central,CE-04,10392.02,8958.36,96,5633.65,14,676.03,94
OP-00410,2026-03-03,Central,CE-05,10886.88,12196.31,113,6337.85,11,507.02,95
OP-00411,2026-03-04,Central,CE-01,10886.88,11332.86,110,7253.32,12,507.73,94
OP-00412,2026-03-04,Central,CE-02,7917.73,10577.33,117,6056.17,11,302.80,80
OP-00413,2026-03-04,Central,CE-03,7719.78,13059.77,118,7957.53,12,875.32,80
OP-00414,2026-03-04,Central,CE-04,11381.73,11332.86,87,7112.48,9,426.74,84
OP-00415,2026-03-04,Central,CE-05,12272.48,11116.99,91,8802.58,13,1056.30,76
OP-00416,2026-03-05,Central,CE-01,7818.76,10037.67,121,6056.17,12,363.37,86
OP-00417,2026-03-05,Central,CE-02,9303.33,8958.36,120,5422.39,13,650.68,89
OP-00418,2026-03-05,Central,CE-03,7521.84,11116.99,81,6760.38,14,405.62,81
OP-00419,2026-03-05,Central,CE-04,8709.50,9713.88,91,8380.05,11,586.60,95
OP-00420,2026-03-05,Central,CE-05,7620.81,11980.45,108,5492.81,9,604.20,86
OP-00421,2026-03-06,Central,CE-01,9699.22,13059.77,81,8732.16,13,1047.85,87
OP-00422,2026-03-06,Central,CE-02,8016.70,12304.25,80,6549.12,13,589.42,96
OP-00423,2026-03-06,Central,CE-03,7422.87,11009.06,127,5774.49,11,577.44,77
OP-00424,2026-03-06,Central,CE-04,8115.67,8958.35,109,5985.75,12,658.43,95
OP-00425,2026-03-06,Central,CE-05,9501.27,9390.08,113,5422.39,14,650.68,85
OP-00426,2026-03-09,Central,CE-01,10985.85,11548.72,113,7675.85,11,383.79,85
OP-00427,2026-03-09,Central,CE-02,7917.73,10469.40,91,5915.33,11,650.68,91
OP-00428,2026-03-09,Central,CE-03,11084.82,10685.27,120,5281.55,10,580.97,86
OP-00429,2026-03-09,Central,CE-04,9996.13,11440.79,112,7394.16,12,369.70,86
OP-00430,2026-03-09,Central,CE-05,9897.16,11116.99,119,5985.75,11,299.28,92
OP-00431,2026-03-10,Central,CE-01,7917.73,11980.45,123,6408.27,9,384.49,84
OP-00432,2026-03-10,Central,CE-02,8313.61,12628.04,116,6267.43,11,501.39,88
OP-00433,2026-03-10,Central,CE-03,12272.48,9713.88,103,8591.31,12,1030.95,76
OP-00434,2026-03-10,Central,CE-04,10392.02,10037.67,119,6689.96,10,802.79,89
OP-00435,2026-03-10,Central,CE-05,9501.27,10145.61,111,7535.00,9,828.85,86
OP-00436,2026-03-11,Central,CE-01,9402.30,8202.83,90,5281.55,12,580.97,80
OP-00437,2026-03-11,Central,CE-02,8313.61,11009.06,123,7042.06,11,704.20,76
OP-00438,2026-03-11,Central,CE-03,8709.50,8526.63,102,7535.00,12,376.75,93
OP-00439,2026-03-11,Central,CE-04,10787.90,13383.57,105,8168.79,12,653.50,83
OP-00440,2026-03-11,Central,CE-05,7422.87,9174.22,105,6267.43,13,438.72,84
OP-00441,2026-03-12,Central,CE-01,7818.76,10037.67,84,8450.47,9,591.53,79
OP-00442,2026-03-12,Central,CE-02,7521.84,8634.56,112,7816.69,11,703.50,85
OP-00443,2026-03-12,Central,CE-03,10589.96,9929.74,94,8027.95,9,642.23,84
OP-00444,2026-03-12,Central,CE-04,11678.65,10685.27,97,5563.23,13,611.95,91
OP-00445,2026-03-12,Central,CE-05,11579.68,8094.90,123,5281.55,13,422.52,90
OP-00446,2026-03-13,Central,CE-01,9006.41,8202.83,113,7605.43,10,836.59,
OP-00447,2026-03-13,Central,CE-02,7620.81,9821.81,106,7323.74,11,512.66,79
OP-00448,2026-03-13,Central,CE-03,7620.81,10685.27,113,5422.39,13,433.79,92
OP-00449,2026-03-13,Central,CE-04,8412.59,12735.97,117,5633.65,11,563.36,79
OP-00450,2026-03-13,Central,CE-05,9402.30,8958.35,124,8098.37,14,890.82,89
OP-00451,2026-03-16,Central,CE-01,8907.44,8526.63,89,7746.27,11,542.23,80
OP-00452,2026-03-16,Central,CE-02,10589.96,8634.56,105,7535.00,11,828.85,84
OP-00453,2026-03-16,Central,CE-03,10589.96,9821.81,99,5281.55,10,422.52,78
OP-00454,2026-03-16,Central,CE-04,12371.45,8202.83,85,6619.54,13,330.97,81
OP-00455,2026-03-16,Central,CE-05,11084.82,12520.11,115,8239.21,14,741.52,94
OP-00456,2026-03-17,Central,CE-01,9897.16,12196.31,124,7605.43,9,836.59,96
OP-00457,2026-03-17,Central,CE-02,9798.19,9821.81,87,7605.43,11,684.48,83
OP-00458,2026-03-17,Central,CE-03,11579.68,10361.47,87,7535.00,11,828.85,85
OP-00459,2026-03-17,Central,CE-04,7521.84,12628.04,104,7816.69,8,625.33,91
OP-00460,2026-03-17,Central,CE-05,7620.81,9713.88,78,8450.47,10,760.54,80
OP-00461,2026-03-18,Central,CE-01,10886.88,10901.13,109,6619.54,12,794.34,86
OP-00462,2026-03-18,Central,CE-02,10886.88,9390.08,104,6689.96,12,735.89,90
OP-00463,2026-03-18,Central,CE-03,11876.59,9713.88,96,8098.37,9,971.80,94
OP-00464,2026-03-18,Central,CE-04,10095.10,11009.06,91,7816.69,13,469.00,91
OP-00465,2026-03-18,Central,CE-05,9303.33,11764.59,112,6549.12,10,523.92,82
OP-00466,2026-03-19,Central,CE-01,8907.44,11980.45,86,6689.96,14,735.89,89
OP-00467,2026-03-19,Central,CE-02,8709.50,12951.84,85,5351.97,10,428.15,78
OP-00468,2026-03-19,Central,CE-03,10293.05,12628.04,110,7394.16,13,517.59,86
OP-00469,2026-03-19,Central,CE-04,8907.44,12196.31,95,8168.79,9,816.87,86
OP-00470,2026-03-19,Central,CE-05,10985.85,10685.27,91,7464.58,9,522.52,93
OP-00471,2026-03-20,Central,CE-01,9303.33,11764.59,109,5774.49,12,461.95,79
OP-00472,2026-03-20,Central,CE-02,12371.45,11656.65,82,8380.05,13,670.40,92
OP-00473,2026-03-20,Central,CE-03,10787.90,11332.86,99,7042.06,9,633.78,94
OP-00474,2026-03-20,Central,CE-04,10095.10,11872.52,126,8450.47,13,507.02,90
OP-00475,2026-03-20,Central,CE-05,11975.56,11224.93,88,8591.31,8,773.21,92
OP-00476,2026-03-23,Central,CE-01,9699.22,9498.01,85,7323.74,14,805.61,88
OP-00477,2026-03-23,Central,CE-02,8709.50,12951.84,88,8732.16,14,785.89,84
OP-00478,2026-03-23,Central,CE-03,9897.16,10361.47,87,5563.23,11,445.05,95
OP-00479,2026-03-23,Central,CE-04,8016.70,11764.59,111,7816.69,11,938.00,81
OP-00480,2026-03-23,Central,CE-05,7620.81,10577.33,107,8732.15,11,873.21,81
OP-00481,2026-03-24,Central,CE-01,11876.59,11872.52,125,7957.53,9,795.75,90
OP-00482,2026-03-24,Central,CE-02,8313.61,9929.74,96,7957.53,10,397.87,92
OP-00483,2026-03-24,Central,CE-03,11777.62,10253.54,91,7112.48,9,782.37,87
OP-00484,2026-03-24,Central,CE-04,8214.64,9390.08,107,7675.85,14,460.55,86
OP-00485,2026-03-24,Central,CE-05,10095.10,8418.70,88,7253.32,13,580.26,92
OP-00486,2026-03-25,Central,CE-01,10095.10,11116.99,106,6830.80,13,819.69,92
OP-00487,2026-03-25,Central,CE-02,12371.45,11224.93,97,5633.65,13,507.02,92
OP-00488,2026-03-25,Central,CE-03,11876.59,10793.20,77,6197.01,14,681.67,89
OP-00489,2026-03-25,Central,CE-04,11084.82,9929.74,97,7182.90,12,359.14,90
OP-00490,2026-03-25,Central,CE-05,9699.22,9174.22,80,6760.38,14,473.22,77
OP-00491,2026-03-26,Central,CE-01,10293.05,12304.25,109,6056.17,10,726.74,81
OP-00492,2026-03-26,Central,CE-02,11381.73,10037.67,91,6337.85,13,380.27,86
OP-00493,2026-03-26,Central,CE-03,7620.81,8850.42,99,5985.75,10,658.43,80
OP-00494,2026-03-26,Central,CE-04,12074.53,11116.99,118,7042.06,13,633.78,85
OP-00495,2026-03-26,Central,CE-05,10392.02,8634.56,99,7182.90,11,502.80,92
OP-00496,2026-03-27,Central,CE-01,11480.70,11224.93,104,5844.91,12,350.69,89
OP-00497,2026-03-27,Central,CE-02,8511.56,11440.79,76,7535.00,9,452.10,91
OP-00498,2026-03-27,Central,CE-03,9402.30,11764.59,127,6971.64,9,627.44,79
OP-00499,2026-03-27,Central,CE-04,9402.30,9390.08,123,5281.55,13,316.89,84
OP-00500,2026-03-27,Central,CE-05,10293.05,8850.42,78,7887.11,9,630.96,77
OP-00501,2026-03-02,Coast,CO-01,8860.82,9553.57,84,6829.30,10,682.93,94
OP-00502,2026-03-02,Coast,CO-02,7566.54,12283.16,116,8267.05,14,992.04,76
OP-00503,2026-03-02,Coast,CO-03,12444.97,12913.07,111,7404.40,12,740.44,83
OP-00504,2026-03-02,Coast,CO-04,11847.61,11863.23,110,6901.19,15,690.11,86
OP-00505,2026-03-02,Coast,CO-05,8860.82,8608.71,94,7188.74,14,862.64,93
OP-00506,2026-03-03,Coast,CO-01,7466.98,12703.10,133,8051.39,11,563.59,86
OP-00507,2026-03-03,Coast,CO-02,8263.46,9658.56,99,8410.82,13,504.64,93
OP-00508,2026-03-03,Coast,CO-03,11051.13,8818.68,98,7620.06,10,685.80,89
OP-00509,2026-03-03,Coast,CO-04,11648.49,8923.66,123,6326.09,14,379.56,85
OP-00510,2026-03-03,Coast,CO-05,11250.25,7978.81,102,8770.26,15,789.32,82
OP-00511,2026-03-04,Coast,CO-01,7666.10,12073.19,124,7979.50,12,558.56,81
OP-00512,2026-03-04,Coast,CO-02,10652.89,8713.70,98,5966.65,11,477.33,87
OP-00513,2026-03-04,Coast,CO-03,10354.21,9763.54,110,8842.15,14,618.95,82
OP-00514,2026-03-04,Coast,CO-04,12345.41,7873.82,82,6757.41,10,473.01,80
OP-00515,2026-03-04,Coast,CO-05,11648.49,10603.41,116,6613.64,11,793.63,85
OP-00516,2026-03-05,Coast,CO-01,10652.89,10918.37,103,6757.41,14,743.31,88
OP-00517,2026-03-05,Coast,CO-02,8860.82,10393.45,105,8985.92,11,1078.31,76
OP-00518,2026-03-05,Coast,CO-03,8064.34,8608.71,86,6038.54,14,301.92,90
OP-00519,2026-03-05,Coast,CO-04,10852.01,8608.71,103,8410.82,12,588.75,88
OP-00520,2026-03-05,Coast,CO-05,10652.89,11863.23,93,7116.85,14,640.51,81
OP-00521,2026-03-06,Coast,CO-01,7964.78,12913.07,80,7332.51,10,586.60,77
OP-00522,2026-03-06,Coast,CO-02,11548.93,13123.04,133,6973.08,11,767.03,81
OP-00523,2026-03-06,Coast,CO-03,10155.09,12703.10,89,8914.03,12,445.70,82
OP-00524,2026-03-06,Coast,CO-04,8064.34,12388.15,113,6973.08,14,418.38,88
OP-00525,2026-03-06,Coast,CO-05,12345.41,11863.23,130,5535.33,10,553.53,78
OP-00526,2026-03-09,Coast,CO-01,10951.57,9973.51,93,5463.44,10,655.61,86
OP-00527,2026-03-09,Coast,CO-02,7566.54,10498.43,126,5535.33,11,664.23,83
OP-00528,2026-03-09,Coast,CO-03,9756.85,10603.41,102,6541.75,10,719.59,95
OP-00529,2026-03-09,Coast,CO-04,10752.45,12178.18,100,6326.09,10,442.82,81
OP-00530,2026-03-09,Coast,CO-05,8661.70,9133.63,121,7188.74,15,790.76,81
OP-00531,2026-03-10,Coast,CO-01,8462.58,12388.15,84,5607.22,12,280.36,89
OP-00532,2026-03-10,Coast,CO-02,9955.97,9763.54,121,8554.60,14,598.82,87
OP-00533,2026-03-10,Coast,CO-03,8562.14,8503.73,107,7979.50,12,797.95,79
OP-00534,2026-03-10,Coast,CO-04,8960.38,12178.18,86,7404.40,9,814.48,96
OP-00535,2026-03-10,Coast,CO-05,8263.46,8818.68,128,7548.17,10,452.89,95
OP-00536,2026-03-11,Coast,CO-01,8562.14,8293.76,82,6182.31,11,741.87,96
OP-00537,2026-03-11,Coast,CO-02,9756.85,9343.60,122,8123.27,10,568.62,92
OP-00538,2026-03-11,Coast,CO-03,9756.85,8818.68,122,6901.19,12,828.14,95
OP-00539,2026-03-11,Coast,CO-04,8163.90,11758.24,109,7907.61,10,711.68,86
OP-00540,2026-03-11,Coast,CO-05,9159.50,9448.59,98,7404.40,13,814.48,88
OP-00541,2026-03-12,Coast,CO-01,8761.26,11653.26,103,7835.72,15,705.21,79
OP-00542,2026-03-12,Coast,CO-02,11548.93,9238.62,124,7332.51,9,806.57,87
OP-00543,2026-03-12,Coast,CO-03,9756.85,12388.15,107,8985.92,14,988.45,82
OP-00544,2026-03-12,Coast,CO-04,11847.61,9553.57,102,6757.41,12,675.74,84
OP-00545,2026-03-12,Coast,CO-05,11051.13,8188.77,105,5822.88,14,291.14,86
OP-00546,2026-03-13,Coast,CO-01,11947.17,10183.48,118,8195.16,11,655.61,91
OP-00547,2026-03-13,Coast,CO-02,12444.97,12283.16,92,8914.03,15,802.26,76
OP-00548,2026-03-13,Coast,CO-03,9657.29,12493.13,84,5535.33,12,387.47,83
OP-00549,2026-03-13,Coast,CO-04,9358.61,8818.68,87,8482.71,12,1017.92,83
OP-00550,2026-03-13,Coast,CO-05,8263.46,8188.77,130,7548.17,9,452.89,87
OP-00551,2026-03-16,Coast,CO-01,8661.70,11023.35,110,5750.99,9,575.09,77
OP-00552,2026-03-16,Coast,CO-02,8761.26,8923.66,84,8482.71,10,933.09,87
OP-00553,2026-03-16,Coast,CO-03,9557.73,11863.23,106,5607.21,14,616.79,81
OP-00554,2026-03-16,Coast,CO-04,9358.61,10498.43,100,7260.62,10,435.63,81
OP-00555,2026-03-16,Coast,CO-05,8163.90,11653.26,92,8842.15,10,884.21,76
OP-00556,2026-03-17,Coast,CO-01,10852.01,10078.49,84,6326.09,15,379.56,83
OP-00557,2026-03-17,Coast,CO-02,12046.73,13123.04,102,8770.26,12,964.72,78
OP-00558,2026-03-17,Coast,CO-03,9557.73,10183.48,115,7835.72,11,705.21,86
OP-00559,2026-03-17,Coast,CO-04,12146.29,12073.19,107,6397.98,11,767.75,93
OP-00560,2026-03-17,Coast,CO-05,9756.85,12703.10,80,7620.06,10,609.60,89
OP-00561,2026-03-18,Coast,CO-01,7865.22,11653.26,111,8051.39,11,805.13,82
OP-00562,2026-03-18,Coast,CO-02,11349.81,10918.37,87,6254.20,11,375.25,79
OP-00563,2026-03-18,Coast,CO-03,9358.61,12073.19,104,6541.75,12,523.34,76
OP-00564,2026-03-18,Coast,CO-04,10055.53,10603.41,80,7188.74,9,790.76,92
OP-00565,2026-03-18,Coast,CO-05,9259.05,9973.51,99,7763.84,14,931.66,77
OP-00566,2026-03-19,Coast,CO-01,8860.82,9658.55,132,7404.40,14,740.44,84
OP-00567,2026-03-19,Coast,CO-02,11051.13,9973.51,84,7979.50,13,398.97,92
OP-00568,2026-03-19,Coast,CO-03,11051.13,11863.23,99,5750.99,14,690.11,80
OP-00569,2026-03-19,Coast,CO-04,10354.21,9343.60,130,6182.31,15,309.11,87
OP-00570,2026-03-19,Coast,CO-05,11947.17,13123.04,110,7332.51,12,366.62,79
OP-00571,2026-03-20,Coast,CO-01,11648.49,9868.52,96,8338.94,13,1000.67,93
OP-00572,2026-03-20,Coast,CO-02,11847.61,11863.23,103,8123.27,12,812.32,86
OP-00573,2026-03-20,Coast,CO-03,9259.05,12703.10,122,6541.75,13,785.01,77
OP-00574,2026-03-20,Coast,CO-04,9856.41,11443.29,109,8698.37,12,1043.80,76
OP-00575,2026-03-20,Coast,CO-05,12046.73,9238.62,96,6254.20,14,562.87,78
OP-00576,2026-03-23,Coast,CO-01,11748.05,10708.40,106,8770.26,14,438.51,76
OP-00577,2026-03-23,Coast,CO-02,11150.69,12178.18,133,8626.48,11,1035.17,93
OP-00578,2026-03-23,Coast,CO-03,8761.26,10393.45,100,7691.95,14,384.59,77
OP-00579,2026-03-23,Coast,CO-04,8163.90,10393.45,125,7188.74,12,718.87,92
OP-00580,2026-03-23,Coast,CO-05,7865.22,9028.65,100,6038.54,12,422.69,78
OP-00581,2026-03-24,Coast,CO-01,11449.37,12808.08,80,5966.65,14,357.99,86
OP-00582,2026-03-24,Coast,CO-02,11349.81,9448.59,130,7979.50,10,478.77,93
OP-00583,2026-03-24,Coast,CO-03,7666.10,7873.82,102,6254.20,14,750.50,88
OP-00584,2026-03-24,Coast,CO-04,9358.61,11443.29,134,8842.15,11,530.52,76
OP-00585,2026-03-24,Coast,CO-05,10453.77,10498.43,100,6829.30,15,751.22,77
OP-00586,2026-03-25,Coast,CO-01,11349.81,12808.08,100,7907.61,10,711.68,87
OP-00587,2026-03-25,Coast,CO-02,7466.98,13018.05,85,8338.94,10,1000.67,87
OP-00588,2026-03-25,Coast,CO-03,8661.70,8503.73,116,5607.21,10,504.64,91
OP-00589,2026-03-25, coast ,CO-04,7765.66,8083.79,101,6757.41,10,810.88,90
OP-00590,2026-03-25,Coast,CO-05,12046.73,11128.34,104,5679.10,11,283.95,94
OP-00591,2026-03-26,Coast,CO-01,12345.41,11863.23,82,7476.29,15,598.10,93
OP-00592,2026-03-26,Coast,CO-02,11548.93,12388.15,106,7332.51,12,513.27,96
OP-00593,2026-03-26,Coast,CO-03,7666.10,11863.23,133,5679.10,14,397.53,88
OP-00594,2026-03-26,Coast,CO-04,8761.26,9448.59,111,7835.72,13,940.28,79
OP-00595,2026-03-26,Coast,CO-05,12146.29,9343.60,133,5822.88,10,407.60,79
OP-00596,2026-03-27,Coast,CO-01,9259.05,12388.15,80,8195.16,15,409.75,90
OP-00597,2026-03-27,Coast,CO-02,11748.05,13018.05,89,6254.20,11,687.96,95
OP-00598,2026-03-27,Coast,CO-03,8064.34,11128.34,85,7907.61,12,948.91,87
OP-00599,2026-03-27,Coast,CO-04,9159.49,12178.18,86,7763.84,10,931.66,77
OP-00600,2026-03-27,Coast,CO-05,11349.81,11233.32,99,7260.62,9,580.84,76
OP-00601,2026-04-01,North,NO-01,7425.46,10822.95,101,5150.07,10,257.50,95
OP-00602,2026-04-01,North,NO-02,7718.57,11639.78,86,6845.03,12,547.60,80
OP-00603,2026-04-01,North,NO-03,8793.31,8576.68,109,7236.17,11,578.89,81
OP-00604,2026-04-01,North,NO-04,12017.53,10210.33,106,5215.26,10,417.22,82
OP-00605,2026-04-01,North,NO-05,10258.86,7964.06,82,7105.79,13,497.40,90
OP-00606,2026-04-02,North,NO-01,8011.68,8270.37,101,6975.41,11,558.03,83
OP-00607,2026-04-02,North,NO-02,9379.53,11639.78,84,7627.32,9,533.91,94
OP-00608,2026-04-02,North,NO-03,12115.23,8270.37,81,7431.75,13,594.54,76
OP-00609,2026-04-02,North,NO-04,7620.87,10312.44,116,6519.08,13,391.14,87
OP-00610,2026-04-02,North,NO-05,9379.53,8678.78,106,5019.69,13,552.16,82
OP-00611,2026-04-03,North,NO-01,9868.05,9189.30,105,6062.74,11,303.13,79
